qid	reason
5a7a6fa621c2de001afe9c46	N
5acec76832bba1001ae4b3bf	E
5a750d1897ca42001a521e1d	X
5ad0cf89645df0001a2d0473	N
5a4857df84b8a4001a7e783e	X
5a7d161e70df9f001a874f81	E
5ad27fc4d7d075001a42978c	E
5ad18ee6645df0001a2d1f31	E
5a3aa4d33ff257001ab841da	E
5a35d763788daf001a5f86aa	A
5ad40662604f3c001a3ffe58	E
5ad49a0aba00c4001a268d2d	#
5a63b39e7f3c80001a150b16	E
5a6135e3e9e1cc001a33d013	E
5a8ca6b4fd22b3001a8d8cbc	E
5ad2e124d7d075001a42a5fa	E
5ace2f5732bba1001ae49d1e	I
5a205e3c54a786001a36b323	E
5a46e17f5fd40d001a27dcce	E
5ad3e4e5604f3c001a3ff591	X
5ad4cd325b96ef001a10a11c	E
5ad356d1604f3c001a3fddd5	X
5ace1a7c32bba1001ae49ac9	X
5a8002878f0597001ac0013f	I
5ad0b422645df0001a2d00e8	I
5aceb36332bba1001ae4b0c9	E
5a2f0530a83784001a7d2645	E
5a8205c631013a001a3350f0	E
5a2eeeb0a83784001a7d2592	X
5a848f6e7cf838001a46a93b	I
5a303fbff1f7c7001ab92cfe	E
5a77beefb73996001af5a54a	A
5a3b55bc3ff257001ab8440e	A
5ad41acf604f3c001a4004e3	N
5acfcb7477cf76001a686045	A
5ad50ebd5b96ef001a10ab27	E
5ad50a975b96ef001a10aa91	E
5a7cc670e8bc7e001a9e1fef	A
5a848ddc7cf838001a46a927	A
5ad41f9c604f3c001a4006aa	N
5a66f357f038b7001ab0c114	E
5ad50a975b96ef001a10aa93	E
5ad5fea45b96ef001a10afde	A
5ace2be032bba1001ae49c8b	#
5acec76832bba1001ae4b3c1	X
5a283c47d1a287001a6d0b13	N
5acfb1c577cf76001a6858fa	X
5ad24fedd7d075001a428c9d	E
5a651664c2b11c001a425c06	E
5ad50a975b96ef001a10aa92	E
5acfcc2b77cf76001a686074	E
5acd0d6307355d001abf326d	A
5ad50a975b96ef001a10aa90	E
5ad20b3bd7d075001a428236	E
5a7a140517ab25001a8a02f1	I
5a2e0066f28ef0001a5266de	E
5a671b11f038b7001ab0c1f2	E
5a66c406f038b7001ab0c0fe	E
5a677239f038b7001ab0c23c	X
5a4ffdd199b975001ade80c0	X
5acfaad377cf76001a6857ca	E
5acd849d07355d001abf4532	N
5a68e15a8476ee001a58a826	E
5acd3b1f07355d001abf39a7	#
5ad17172645df0001a2d1bcb	A
5a7d14de70df9f001a874f77	E
5a7ca6d9e8bc7e001a9e1f47	E
5ad50ebd5b96ef001a10ab26	N
5acfaad377cf76001a6857c9	E
5ad16ce1645df0001a2d1abe	E
5a69068f8476ee001a58a9d5	E
5ad14301645df0001a2d143e	X
5acd601707355d001abf3fa6	E
5aced97e32bba1001ae4b758	A
5a8cccd9fd22b3001a8d8e98	N
5ad13cb9645df0001a2d1337	A
5acfc26777cf76001a685d4b	E
5a7cbea9e8bc7e001a9e1fab	A
5a773cbb2d6d7f001a4a9f70	N
5ace87a232bba1001ae4a988	E
5a80de408f0597001ac001d3	#
5a69068f8476ee001a58a9d3	E
5a81debb31013a001a334f23	A
5a79cce217ab25001a8a007a	N
5a8dcd58df8bba001a0f9c51	E
5ace461032bba1001ae4a15f	#
5a68f5468476ee001a58a90c	E
5a1f38073de3f40018b26544	N
5a51b646b308da001a5a234c	I
5ad122d9645df0001a2d0eca	X
5a66c406f038b7001ab0c101	N
5a39a02e2f14dd001ac724db	E
5ad2d9a8d7d075001a42a474	X
5a62b4eaf8d794001af1c1cb	E
5a4e9ad0755ab9001a10f52f	E
5a773ea22d6d7f001a4a9f77	E
5a36b82595360f001af1b332	E
5ad5fea45b96ef001a10afdf	A
5a8205c631013a001a3350f1	E
5a0f81c1decec900184755bb	A
5acfba2d77cf76001a685ac6	A
5a5e5f385bc9f4001a75af79	X
5a81fab831013a001a335037	X
5ad13b7e645df0001a2d1300	A
5ad49cc1ba00c4001a268dba	E
5a6103b1e9e1cc001a33ce3a	E
5a7ca6d9e8bc7e001a9e1f4a	A
5a3be402cc5d22001a521c04	E
5ad423c4604f3c001a400854	E
5a77509b2d6d7f001a4a9fd0	E
5a7e2e0d70df9f001a87552f	E
5a7dc3ae70df9f001a875135	E
5a7c6d9ee8bc7e001a9e1de7	A
5ad2f0fa604f3c001a3fda1a	A
5a8ce008fd22b3001a8d8f94	#
5ad404f5604f3c001a3ffdff	E
5a64ed447f3c80001a150bf3	E
5ad164ac645df0001a2d1984	E
5acfaf7977cf76001a685858	E
5a750d1897ca42001a521e1c	X
5a8ce73afd22b3001a8d8fee	E
5ad2f0fa604f3c001a3fda19	A
5a36fbd195360f001af1b3a1	E
5ad5fea45b96ef001a10afdd	A
5a8dd95fdf8bba001a0f9c9d	E
5a57bb09770dc0001aeefd0e	E
5ace2f5732bba1001ae49d1f	E
5a7dc3ae70df9f001a875136	X
5aceb36332bba1001ae4b0c8	N
5a543be4134fea001a0e16c2	E
5a7de93570df9f001a8752f5	X
5a0cf9e5f5590b0018dab6c7	A
5a21d1d58a6e4f001aa08f18	X
5ad20b3bd7d075001a428237	E
5ad1ac19645df0001a2d21ab	#
5a7e48f570df9f001a87568a	E
5ad359eb604f3c001a3fde4f	E
5ad021dd77cf76001a686b22	X
5a21d1d58a6e4f001aa08f19	A
5a7b7eb421c2de001afea096	A
5a85edd1b4e223001a8e72f6	E
5a63b9e87f3c80001a150b1e	X
5ad0d4f1645df0001a2d0626	A
5a513b39ce860b001aa3fc46	A
5acd8c5107355d001abf46c6	E
5ad49a4fba00c4001a268d39	E
5a6a56c4a9e0c9001a4e9d54	A
5ad41ff9604f3c001a4006d0	E
5acf766777cf76001a684e6e	X
5ad4005e604f3c001a3ffccb	X
5ace2a2632bba1001ae49c3e	E
5a5ac1339c0277001abe7178	X
5a6969185ce1a5001a9695fe	A
5ace7ccf32bba1001ae4a7e4	#
5ad138d1645df0001a2d1247	#
5acd878b07355d001abf45de	#
5ad3ca9e604f3c001a3ff0da	A
5a57e876770dc0001aeefea8	A
5a552a0c134fea001a0e19a4	N
5ad33f9a604f3c001a3fdbcf	E
5ad3f336604f3c001a3ff8e6	A
5a8632c8b4e223001a8e74cd	X
5a0f536adecec9001847556f	A
5a8c81c9fd22b3001a8d8992	N
5ad564fc5b96ef001a10adaa	E
5acee4b332bba1001ae4b8d0	E
5a8310fde60761001a2eb364	A
5ad0e777645df0001a2d0801	E
5ad33f9a604f3c001a3fdbcc	#
5a8103d68f0597001ac00229	A
5acfa0ca77cf76001a6855e1	X
5a14d437a54d42001852936b	E
5a5a4e3b9c0277001abe7107	N
5ad2d165d7d075001a42a356	#
5a42c4a14a4859001aac72f6	A
5a830e00e60761001a2eb335	N
5a7a6d4a21c2de001afe9c22	N
5ad2782bd7d075001a429558	A
5ad19511645df0001a2d2072	A
5a0f5806decec9001847557f	A
5acd98a507355d001abf47d0	A
5ad0e612645df0001a2d07ef	X
5ace255a32bba1001ae49bb1	X
5ad0e248645df0001a2d07b4	#
5a3c8e8fcc5d22001a521e0b	E
5a68b9de8476ee001a58a7bc	E
5ad12a5e645df0001a2d103a	E
5acfbe1d77cf76001a685bf5	#
5a2c7f5ebfd06b001a5aeba9	A
5ad4216d604f3c001a40075d	#
5ad69003191832001aa7b1fc	E
5ace7ccf32bba1001ae4a7e3	I
5ad18d1c645df0001a2d1f01	X
5a81abed31013a001a334d50	X
5a6959fb5ce1a5001a9695e2	E
5acee48532bba1001ae4b8c9	N
5a21dc2f8a6e4f001aa08fb0	E
5a7fba588f0597001ac00096	N
5ad505735b96ef001a10aa09	#
5ad280c1d7d075001a4297ce	A
5a5022aa99b975001ade80e9	A
5ace6bfc32bba1001ae4a659	E
5ad0e777645df0001a2d0800	X
5ad417a0604f3c001a4003a7	A
5ace899432bba1001ae4a9bf	E
5a6b2699a9e0c9001a4e9f0c	A
5a8dbd49df8bba001a0f9bb5	E
5ad22be1d7d075001a42860b	#
5ace2c9b32bba1001ae49cab	I
5ad0cd6c645df0001a2d03e6	#
5a8c858dfd22b3001a8d89f4	I
5ad145f4645df0001a2d14e3	E
5ace91ab32bba1001ae4aa5b	A
5acfdd0777cf76001a68633d	#
5a21d0bb8a6e4f001aa08f04	I
5a824cb731013a001a3353c5	E
5a77bfb8b73996001af5a555	E
5acd421407355d001abf3ab6	X
5acfc5e077cf76001a685e5a	E
5ad0fc8f645df0001a2d0978	E
5a6bb4fa4eec6b001a80a50a	A
5acfbdc477cf76001a685bd8	N
5a81ba0631013a001a334e01	#
5a32f795bd0d7f001aef9534	A
5ad401b0604f3c001a3ffd24	X
5a3979ad2f14dd001ac72386	#
5a18c2e19aa02b0018605eaa	#
5a57a531770dc0001aeefcb3	A
5a42e56e4a4859001aac7389	N
5a611382e9e1cc001a33cea7	E
5acfbdc477cf76001a685bd9	A
5acfccf077cf76001a686096	X
5a2c75a2bfd06b001a5aeb8f	A
5a110ff906e79900185c3517	E
5ad29708d7d075001a429b17	A
5a540f0bbdaabd001a38682c	#
5a61224de9e1cc001a33cf96	I
5a3b474b3ff257001ab843f4	N
5ad14c5d645df0001a2d164f	N
5a7118e20efcfe001a8afd3e	E
5a45a3e619a820001a1edad8	N
5acece2e32bba1001ae4b4ae	N
5acfd45977cf76001a68624c	E
5a2c6cb2bfd06b001a5aeb79	E
5ad3f336604f3c001a3ff8e7	N
5ad412db604f3c001a400255	#
5ace561832bba1001ae4a2f8	E
5ad2500dd7d075001a428cae	E
5ad27f0ad7d075001a42974d	A
5ad40d8f604f3c001a4000e5	N
5ad2500dd7d075001a428caf	A
5acfcdfc77cf76001a6860cf	#
5acfc97f77cf76001a685fa7	N
5a7a4e3d17ab25001a8a04b9	A
5ace864832bba1001ae4a96f	E
5ace2c9b32bba1001ae49ca9	X
5a2f423ca83784001a7d2691	E
5a1f6b1454a786001a36b2ab	A
5a47438f5fd40d001a27dd94	X
5a6a582ea9e0c9001a4e9d60	E
5ace063c32bba1001ae49998	E
5a106921decec90018475647	A
5ad419ca604f3c001a40047f	A
5a299bd203c0e7001a3e1852	#
5ad30f62604f3c001a3fdb1b	N
5acdf8ec32bba1001ae49916	N
5a6b2699a9e0c9001a4e9f0b	X
5ad27cafd7d075001a42968f	N
5ad16fd0645df0001a2d1b53	#
5acd1c9c07355d001abf3582	X
5acee4b332bba1001ae4b8cf	E
5ace7ccf32bba1001ae4a7e7	I
5ad3d84a604f3c001a3ff377	#
5ad502305b96ef001a10a94e	I
5ad33f9a604f3c001a3fdbcb	E
5ad2ad96d7d075001a429eda	E
5ad0e612645df0001a2d07f0	#
5ad3ac5e604f3c001a3febc0	N
5a66c197f038b7001ab0c0ee	E
5a5947703e1742001a15d045	E
5ad40d8f604f3c001a4000e6	E
5ace835632bba1001ae4a904	A
5a0cb6f8f5590b0018dab51c	A
5ad01abb77cf76001a686a15	E
5acd421407355d001abf3ab7	I
5ad22304d7d075001a428504	A
5ace84b232bba1001ae4a949	A
5a1f6b1454a786001a36b2ac	X
5a5380cebdaabd001a3866d3	E
5a7e15e570df9f001a8754a8	N
5a3ae1bc3ff257001ab842e6	E
5ad19511645df0001a2d2073	A
5a7b4f4f21c2de001afe9ea2	X
5ad0e248645df0001a2d07b6	E
5a8cedddfd22b3001a8d903c	I
5acd447e07355d001abf3b50	A
5a5a50d49c0277001abe7112	X
5ad562de5b96ef001a10ad63	A
5ad29a55d7d075001a429b9d	A
5a3acff23ff257001ab84295	E
5ad22304d7d075001a428505	A
5acd738407355d001abf42ff	N
5acf6e3a77cf76001a684e23	A
5ad562de5b96ef001a10ad64	#
5ad4db0c5b96ef001a10a40d	#
5ad3ac5e604f3c001a3febbf	N
5a149ddea54d4200185292a7	E
5ad2782bd7d075001a429559	X
5ad20e2bd7d075001a42829d	N
5ad17097645df0001a2d1b91	E
5a3996b22f14dd001ac72441	E
5acec63232bba1001ae4b388	N
5a0f51d4decec90018475565	E
5a8cf0f0fd22b3001a8d9078	#
5a1cdddb4ea40d0018b06f63	E
5ad2d7a9d7d075001a42a434	A
5ad507845b96ef001a10aa43	E
5a82191531013a001a3351f1	A
5ad35ecc604f3c001a3fdef6	A
5ad2858fd7d075001a4298a4	A
5a2c75a2bfd06b001a5aeb8e	E
5acfd42477cf76001a686244	A
5a627f48f8d794001af1c05a	A
5ad507845b96ef001a10aa44	E
5ad4e4705b96ef001a10a57f	#
5a2f423ca83784001a7d2692	E
5a81bbfe31013a001a334e12	X
5a0cff13f5590b0018dab706	E
5ad3459d604f3c001a3fdc4d	#
5a8c858dfd22b3001a8d89f2	I
5a8cbd6dfd22b3001a8d8dcb	E
5a8cf0f0fd22b3001a8d907a	A
5a671d3df038b7001ab0c203	E
5ad396ba604f3c001a3fe797	N
5acd6c7907355d001abf418d	E
5a629d06f8d794001af1c15f	#
5a3ea39b5a76c5001a3a83f1	#
5a18c2e19aa02b0018605eac	E
5a6528c5c2b11c001a425cb4	E
5a57e876770dc0001aeefeac	A
5a5f9422eae51e001ab14b42	N
5ace562032bba1001ae4a2ff	A
5a0f3becdecec900184754f9	E
5ad16b84645df0001a2d1a90	N
5ad25727d7d075001a428d86	N
5a220a80819328001af389d5	I
5ad3459d604f3c001a3fdc50	X
5ad4949fba00c4001a268c75	#
5a848a837cf838001a46a8f6	X
5a285ea5d1a287001a6d0bd0	E
5a7a67f321c2de001afe9be8	A
5acdf79132bba1001ae498f7	A
5ace063c32bba1001ae49997	E
5a7711c52d6d7f001a4a9f27	X
5acfa23977cf76001a68563a	#
5ad56d0c5b96ef001a10ae7f	E
5ad21856d7d075001a428401	E
5a0f39abdecec900184754e4	E
5ace3e5532bba1001ae4a018	E
5ace562032bba1001ae4a302	I
5ad3ebd0604f3c001a3ff739	A
5a7236f30efcfe001a8afecc	E
5a21c7658a6e4f001aa08eb5	E
5a7a51ac17ab25001a8a04f4	#
5acd0f9107355d001abf32c2	A
5ace39eb32bba1001ae49f53	E
5a85b7e3b4e223001a8e71bd	E
5a0f39abdecec900184754e3	E
5acd3eba07355d001abf3a12	E
5ad36244604f3c001a3fdf91	I
5a220a80819328001af389d6	E
5a14c7bda54d420018529343	E
5acfd04977cf76001a686163	A
5a65c185c2b11c001a425d3a	A
5ad0fc8f645df0001a2d0979	A
5a627e97f8d794001af1c053	E
5a738a2d53a187001ae6324d	X
5a2eefa5a83784001a7d259d	E
5ad264ead7d075001a429189	A
5a63abd47f3c80001a150b03	#
5ad548db5b96ef001a10ac35	I
5a81ba0631013a001a334e00	I
5a3997b52f14dd001ac7244b	E
5ad2adc9d7d075001a429ee1	E
5a70d27d8abb0b001a6761b5	E
5acedbf832bba1001ae4b788	E
5ad3a94e604f3c001a3feb0f	E
5ad145f4645df0001a2d14e2	E
5ad68f0d191832001aa7b1dd	E
5a66c197f038b7001ab0c0ed	X
5a32d6e6bd0d7f001aef947e	E
5ad264ead7d075001a429187	A
5ad2b4f1d7d075001a429fdb	#
5ad24701d7d075001a428b1a	N
5a303543f1f7c7001ab92ccd	E
5acd3eba07355d001abf3a13	E
5acd46eb07355d001abf3bd9	A
5a5a20d79c0277001abe7034	A
5a81ba0631013a001a334e02	#
5a7236f30efcfe001a8afecd	E
5ad422d9604f3c001a4007f9	E
5acd309b07355d001abf3888	E
5a3996b22f14dd001ac72440	I
5ad17172645df0001a2d1bca	A
5ad0b8c2645df0001a2d016c	E
5a81fdbf31013a001a335058	E
5a0f39abdecec900184754e5	A
5acd81fa07355d001abf44d4	#
5a85ef2cb4e223001a8e7307	X
5a48747484b8a4001a7e788a	E
5acf923377cf76001a6852cd	I
5a61447ae9e1cc001a33d02e	E
5aceb4fb32bba1001ae4b0ea	A
5ad422d9604f3c001a4007fa	A
5ace26d432bba1001ae49bcd	#
5a732f0b53a187001ae63146	E
5aced4bf32bba1001ae4b646	E
5ad2b444d7d075001a429fb8	N
5a57e876770dc0001aeefeab	A
5acd87c007355d001abf45e7	E
5ad3ad1a604f3c001a3febdd	I
5a63406b68151a001a9222a4	A
5ace561832bba1001ae4a2f7	A
5a3175a5e4dcb1001abb232a	N
5a15abdda54d420018529495	A
5a860a6cb4e223001a8e73e7	#
5a79bd6e17ab25001a8a003d	N
5ad2e1fed7d075001a42a616	A
5acf4b8f77cf76001a684b3c	N
5ad1167a645df0001a2d0d16	E
5a2d6267f28ef0001a526519	E
5ad2e1fed7d075001a42a615	A
5a220a80819328001af389d7	I
5acfccf077cf76001a686098	E
5ace26d432bba1001ae49bcc	#
5ad29db7d7d075001a429c2f	E
5a3b474b3ff257001ab843f5	N
5a7d1c3670df9f001a874fa3	E
5a5a20ef9c0277001abe703f	E
5a21d5c18a6e4f001aa08f43	E
5ad27ecdd7d075001a429724	A
5acd50b607355d001abf3ce6	A
5a369ef295360f001af1b2d0	E
5a2c7345bfd06b001a5aeb84	#
5ad3ef59604f3c001a3ff80e	N
5a85ddf3b4e223001a8e723b	N
5acf4b8f77cf76001a684b3d	A
5a0f2254d7c85000188645aa	A
5a514695ce860b001aa3fca5	#
5aced4bf32bba1001ae4b647	E
5a298deb03c0e7001a3e17e7	E
5a7e506b70df9f001a8756f9	E
5a77bfb8b73996001af5a553	E
5a4871ef84b8a4001a7e787b	X
5acf837477cf76001a68507c	E
5acd0ee407355d001abf32b1	X
59fb3401ee36d60018400d5c	E
5ace5ba532bba1001ae4a3c9	I
5ad41060604f3c001a4001a9	X
5a8db90bdf8bba001a0f9bac	E
5acd81fa07355d001abf44d5	E
5ad3b134604f3c001a3fecc4	N
5a13828ec8eab200188dc9b2	N
5ad2e1fed7d075001a42a614	A
5ad0b1c6645df0001a2d0086	A
5ace73f432bba1001ae4a725	N
5ace864832bba1001ae4a96e	E
5a67a71af038b7001ab0c3ec	A
5a7a161417ab25001a8a030e	X
5ad3ad1a604f3c001a3febe0	I
5ad2ccebd7d075001a42a2af	E
5a20ac1b8a6e4f001aa08e28	A
5a8db90bdf8bba001a0f9bae	A
5ace91ab32bba1001ae4aa59	A
5a07c6570ff9ab00181693c0	X
5ace1baf32bba1001ae49ae8	X
5a4871ef84b8a4001a7e787a	A
5a42da674a4859001aac736e	E
5a5196a9b308da001a5a2316	E
5acd2b2a07355d001abf379f	#
5a6b99eea9e0c9001a4e9fbb	N
5a32f795bd0d7f001aef9535	A
5acea55e32bba1001ae4aecb	E
5ad3726a604f3c001a3fe2ad	A
5ad40959604f3c001a3fff40	I
5ad138d1645df0001a2d1246	A
5a83a43ee60761001a2eb841	X
5a77bfb8b73996001af5a554	E
5a45a3e619a820001a1edad4	N
5ad39f4a604f3c001a3fe955	I
5acdf41532bba1001ae498d0	A
5a5a20ef9c0277001abe703e	E
5ad505735b96ef001a10aa08	#
5ad36094604f3c001a3fdf39	E
5a48796884b8a4001a7e78b3	E
5ad3b59e604f3c001a3fedc5	X
5a67af54f038b7001ab0c42a	E
5acd6c7907355d001abf4190	A
5a7e703248f7d9001a0636ef	E
5ad243e7d7d075001a428a24	A
5a51cb85b308da001a5a23ae	#
5ad42606604f3c001a400909	N
5acd0a8f07355d001abf3214	E
5ace827f32bba1001ae4a8df	E
5a676f6df038b7001ab0c234	A
5ad3f336604f3c001a3ff8e5	A
5ace1d7032bba1001ae49b17	E
5a7e2cf070df9f001a875524	A
5a7d1c3670df9f001a874fa2	#
5a18e72f9aa02b0018605f17	E
5ad14d11645df0001a2d1681	I
5a7a161417ab25001a8a030f	I
5a57de0e770dc0001aeefe41	N
5ad3d84a604f3c001a3ff378	#
5ad4c4c65b96ef001a109fec	I
5acfde3777cf76001a686356	#
5ad11348645df0001a2d0c5a	A
5a7e703248f7d9001a0636f0	E
5a302d44f1f7c7001ab92ca6	A
5ad16548645df0001a2d1992	#
5acd0a8f07355d001abf3215	E
5a732fdf53a187001ae63153	X
5acd84fe07355d001abf4547	A
5a1e0fb23de3f40018b26485	N
5a0f2254d7c85000188645a9	A
5a85ddf3b4e223001a8e723f	X
5ace7b6532bba1001ae4a7c1	N
5ad12d31645df0001a2d109c	#
5ad129a0645df0001a2d1010	E
5a71317a0efcfe001a8afdaa	E
5a732f0b53a187001ae63149	N
5a484d6484b8a4001a7e7836	E
5ad4216d604f3c001a400759	E
5ad243e7d7d075001a428a23	I
5a79ea8f17ab25001a8a01ba	A
5ad220b5d7d075001a4284c1	E
5ad23238d7d075001a42875c	N
5ad29708d7d075001a429b16	N
5a8dcbd3df8bba001a0f9c40	E
5a360ab6788daf001a5f86c4	E
5acfc97f77cf76001a685fa6	N
5a0cece5f5590b0018dab65e	E
5a71317a0efcfe001a8afda9	#
5a0cece5f5590b0018dab660	X
5ad18d1c645df0001a2d1f00	N
5aceb26d32bba1001ae4b09c	#
5a68ef1a8476ee001a58a8bb	A
5a21d5c18a6e4f001aa08f41	X
5a5546d5134fea001a0e1a0d	A
5a567a6f6349e2001acdcda3	E
5a48747484b8a4001a7e7888	E
5a839cf3e60761001a2eb82a	E
5ad14c5d645df0001a2d164e	#
5a3bff79cc5d22001a521ce6	#
5a7b5edd21c2de001afe9f86	I
5ad49528ba00c4001a268c88	N
5acd75f907355d001abf4356	E
5a0f39abdecec900184754e2	A
5acec5fe32bba1001ae4b370	X
5ad36651604f3c001a3fe065	E
5ad17097645df0001a2d1b90	A
5a8dcbd3df8bba001a0f9c42	N
5a20a6e18a6e4f001aa08e0e	E
5acdfd8532bba1001ae49967	N
5a13828ec8eab200188dc9b3	E
5a57ff0c770dc0001aeeff25	A
5ad2ad96d7d075001a429edb	N
5a8310fde60761001a2eb365	A
5a7a114017ab25001a8a02be	A
5a7e003d70df9f001a8753ff	A
5a5cb9315e8782001a9d5d86	A
5ad49528ba00c4001a268c89	#
5a3ea2aa5a76c5001a3a83e8	#
5a397d0c2f14dd001ac723ca	E
5a7a48f817ab25001a8a046c	E
5a56941d6349e2001acdce51	E
5a359966788daf001a5f862d	E
5acec28832bba1001ae4b30b	A
5ad22be1d7d075001a42860a	#
5acd648707355d001abf407d	A
5ace063c32bba1001ae49995	X
5ad39f4a604f3c001a3fe957	I
5ad2cb64d7d075001a42a287	X
5ad2d7a9d7d075001a42a435	A
5acec88e32bba1001ae4b3e0	A
5ad14d7a645df0001a2d16a5	E
5a4ebc82af0d07001ae8cc16	A
5ad505735b96ef001a10aa0a	E
5a860401b4e223001a8e739d	E
5ad0b90e645df0001a2d0172	A
5ad505b65b96ef001a10aa1a	E
5a2c7f5ebfd06b001a5aebad	E
5a7a3fbb17ab25001a8a041b	E
5acd95f807355d001abf47a6	A
5ad284bbd7d075001a42987f	N
5ad0a760645df0001a2cffb2	N
5acea55e32bba1001ae4aecc	E
5ad3ea5f604f3c001a3ff6d5	A
5ad30f62604f3c001a3fdb1c	N
5a8310fde60761001a2eb361	X
5acd95f807355d001abf47a4	A
5a836a91e60761001a2eb684	E
5a3bff79cc5d22001a521ce9	E
5ad4d7655b96ef001a10a300	#
5ace9aea32bba1001ae4ac93	N
5ad3f336604f3c001a3ff8e9	A
59d289ab2763a60018284081	E
5a285358d1a287001a6d0b78	A
5a7a3bd517ab25001a8a03df	E
5a68fe0e8476ee001a58a996	E
5a65159cc2b11c001a425bff	E
5a35ccc8788daf001a5f8679	X
5a6a5958a9e0c9001a4e9d71	E
5acfd85c77cf76001a6862b2	A
5ad28d6fd7d075001a429a2b	E
5ad41060604f3c001a4001aa	X
5ad2cb64d7d075001a42a288	E
5ad39a1d604f3c001a3fe856	N
5a627e97f8d794001af1c052	X
5a7e2cf070df9f001a875523	A
5a836a91e60761001a2eb683	E
5a5d0b835e8782001a9d5e73	X
5a298deb03c0e7001a3e17e5	#
5ad005de77cf76001a686776	I
5ad2b4f1d7d075001a429fda	#
5ad28f30d7d075001a429a68	E
5a7e506b70df9f001a8756fa	E
5ad3d398604f3c001a3ff28c	E
5a3175a5e4dcb1001abb232b	N
5a5380cebdaabd001a3866d2	#
5a3ea39b5a76c5001a3a83f2	#
5acd421407355d001abf3aba	I
5ad28875d7d075001a429960	A
5a4bf32fbfc0e3001a15d3d2	E
5acd798607355d001abf43d9	N
5a68ef1a8476ee001a58a8bc	E
5a1f7dfd54a786001a36b2e6	E
5a53de6cbdaabd001a38679f	A
5ad19767645df0001a2d20c7	N
5a2ee0d6a83784001a7d2514	E
5ace9aea32bba1001ae4ac8f	A
5a6528c5c2b11c001a425cb1	E
5a79eb0117ab25001a8a01c8	A
5ace398732bba1001ae49f30	#
5ace3fff32bba1001ae4a083	A
5a20ac1b8a6e4f001aa08e29	E
5aceb82732bba1001ae4b184	A
5a80173a8f0597001ac0018d	E
5ad36244604f3c001a3fdf92	I
5ad284bbd7d075001a429880	E
5a3997b52f14dd001ac72449	I
5acdfd8532bba1001ae49963	E
5a73551253a187001ae6318d	X
5a3969212f14dd001ac722f6	E
5a15abdda54d420018529493	A
5a39ad012f14dd001ac7255f	N
5a3a087c2f14dd001ac726c8	E
5acfb94e77cf76001a685a85	A
5acfccf077cf76001a686097	E
5acfbff877cf76001a685c6c	X
5ad35920604f3c001a3fde3b	E
5ad16b84645df0001a2d1a8f	E
5a86f1de1d3cee001a6a1066	X
5ad3b59e604f3c001a3fedc9	E
5ace1baf32bba1001ae49ae5	X
5a628f99f8d794001af1c0da	E
5ad499c5ba00c4001a268d24	A
5a57cf87770dc0001aeefdad	E
5a8c9c73fd22b3001a8d8bd8	A
5a3c5cd1cc5d22001a521d8a	E
5acf9de577cf76001a685538	X
5a7e003d70df9f001a8753fd	X
5a0f34b3decec900184754be	A
5ad166da645df0001a2d19d5	A
5a8cd194fd22b3001a8d8eeb	N
5a5457bf134fea001a0e173b	A
5a39ad012f14dd001ac72560	X
5ad21e56d7d075001a428479	#
5a8c858dfd22b3001a8d89f1	I
5acf9d8577cf76001a685529	N
5ace063c32bba1001ae49999	X
5a7b5edd21c2de001afe9f85	E
5ad1167a645df0001a2d0d18	I
5a66faa1f038b7001ab0c147	E
5a2c7345bfd06b001a5aeb85	E
5ace063c32bba1001ae49996	E
5a679e07f038b7001ab0c359	E
5ad69041191832001aa7b209	E
5a57ff0c770dc0001aeeff24	A
5a48796884b8a4001a7e78b6	I
5acd893b07355d001abf4637	N
5ad355cd604f3c001a3fddaf	E
5a7a3fbb17ab25001a8a0419	E
5acdf79132bba1001ae498f9	A
5ad2b4aed7d075001a429fcd	N
5a85ef2cb4e223001a8e730a	A
5a7a51ac17ab25001a8a04f8	E
5a8cedddfd22b3001a8d903e	I
5a5196a9b308da001a5a2315	E
5ace33db32bba1001ae49df7	#
5ad3a829604f3c001a3feae9	E
5a8c3316fd22b3001a8d8642	A
5acf6e3a77cf76001a684e24	A
5a7e703248f7d9001a0636ee	E
5ad15543645df0001a2d17d1	N
5a6526ddc2b11c001a425ca1	X
5acd74fd07355d001abf4327	N
5ad2c640d7d075001a42a1b5	E
5a7d402b70df9f001a875051	E
5ad264ead7d075001a429186	X
5acdf79132bba1001ae498f8	N
5ad3ef3a604f3c001a3ff804	I
5acd11c607355d001abf3333	X
5ad154b9645df0001a2d17bd	E
5a3997b52f14dd001ac7244a	E
5acf7d5e77cf76001a684f68	X
5ad17172645df0001a2d1bc9	A
5ad00f0077cf76001a686836	#
5a61080ce9e1cc001a33ce58	X
5a627f48f8d794001af1c05b	E
5acd893b07355d001abf4636	N
5a5f7ddfeae51e001ab14b0f	X
5a70ba5a8abb0b001a6760e4	E
5acd46eb07355d001abf3bda	#
5a7c6ca5e8bc7e001a9e1dcf	A
5a39d5592f14dd001ac72609	A
5ace33db32bba1001ae49dfa	E
59d289ab2763a60018284082	E
5acf837477cf76001a685079	E
5a611100e9e1cc001a33ce8c	I
5ad49bddba00c4001a268d80	E
5ad505b65b96ef001a10aa1b	A
5a65c185c2b11c001a425d39	E
5ad3f384604f3c001a3ff911	A
5a2205ce819328001af389bc	I
5a5ad0c09c0277001abe71a9	E
5ad28f30d7d075001a429a67	#
